gender,languages_selected,education_level,major_field_of_study,cgpa,current_year,current_semester,experties_major_gpa,experties_suggest_career,student_programming_learned,student_databases_tools,student_cloud_platforms_infra_tools,mind_stress_management,learning_style,student_expectation,preferred_work_environment,work_life_balance,internship_experience,real_world_projects_completed,certifications
male,tamil,bachelor's degree,information technology,3.28,4,1,3.12,systems analyst,"java, c++",mongodb,kubernetes,low,kinesthetic,systems analyst,onsite,excellent,yes,10,cisco
female,"english, sinhala",bachelor's degree,data science,3.59,3,1,3.59,cloud engineer,"python, r",mysql,docker,moderate,kinesthetic,devops engineer,hybrid,average,yes,1,aws
male,"english, sinhala",bachelor's degree,cyber security,2.45,4,2,2.23,software engineer,"python, r",sql server,azure,low,kinesthetic,software engineer,remote,poor,yes,8,cisco
male,sinhala,bachelor's degree,computer science,3.47,3,2,2.82,systems analyst,"java, c++",mongodb,azure,moderate,visual,data scientist,hybrid,poor,yes,2,azure
female,"sinhala, tamil",bachelor's degree,computer science,3.08,3,2,2.92,cloud engineer,"python, sql",postgresql,azure,moderate,visual,qa engineer,onsite,average,no,4,none
female,"sinhala, tamil",bachelor's degree,computer science,2.86,1,1,3.35,qa engineer,"javascript, php",mongodb,docker,excellent,auditory,devops engineer,remote,average,yes,3,aws
female,sinhala,bachelor's degree,information technology,2.55,3,2,3.11,network engineer,"python, r",mongodb,gcp,low,kinesthetic,security engineer,onsite,excellent,yes,2,aws
female,english,bachelor's degree,information technology,3.47,4,1,3.54,systems analyst,"python, r",mongodb,kubernetes,moderate,visual,software engineer,remote,excellent,yes,3,google
male,"tamil, english",bachelor's degree,cyber security,2.26,1,1,2.31,ml engineer,"python, sql",postgresql,docker,excellent,visual,systems analyst,hybrid,excellent,no,10,cisco
male,sinhala,bachelor's degree,cyber security,3.15,4,2,3.47,network engineer,"javascript, php",oracle,kubernetes,low,kinesthetic,systems analyst,hybrid,poor,yes,11,google
male,tamil,bachelor's degree,information technology,3.67,2,1,3.87,devops engineer,"c#, .net",postgresql,aws,moderate,kinesthetic,devops engineer,onsite,poor,no,12,none
male,english,bachelor's degree,cyber security,3.4,2,1,3.14,software engineer,"java, c++",mysql,docker,excellent,visual,software engineer,onsite,poor,no,10,cisco
female,sinhala,bachelor's degree,information technology,3.49,1,2,3.52,cyber security analyst,"java, c++",postgresql,docker,excellent,visual,security engineer,hybrid,average,no,12,azure
female,"english, sinhala",bachelor's degree,cyber security,2.6,1,1,3.33,qa engineer,"python, sql",sql server,docker,low,kinesthetic,devops engineer,remote,poor,yes,6,aws
male,"english, sinhala, tamil",bachelor's degree,computer science,3.67,1,1,2.6,data analyst,"javascript, php",sql server,aws,low,visual,software engineer,onsite,excellent,no,4,azure
male,"tamil, english",bachelor's degree,software engineering,2.24,3,2,3.97,qa engineer,"javascript, php",mysql,aws,low,kinesthetic,data scientist,hybrid,average,yes,2,azure
female,"tamil, english",bachelor's degree,information technology,2.75,1,2,3.68,devops engineer,"python, java",postgresql,aws,excellent,kinesthetic,data scientist,remote,average,no,5,aws
male,"tamil, english",bachelor's degree,computer science,3.11,1,1,3.44,software engineer,"python, r",mysql,gcp,low,visual,security engineer,onsite,average,yes,4,cisco
male,"english, sinhala",bachelor's degree,computer science,2.57,4,1,3.07,cyber security analyst,"java, c++",oracle,kubernetes,low,visual,qa engineer,onsite,average,yes,7,aws
female,sinhala,bachelor's degree,information technology,2.9,2,2,2.22,software engineer,"javascript, php",oracle,gcp,moderate,kinesthetic,systems analyst,remote,poor,no,12,azure
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.74,2,2,2.99,cloud engineer,"python, java",mongodb,kubernetes,excellent,kinesthetic,systems analyst,onsite,average,yes,9,google
male,"english, sinhala, tamil",bachelor's degree,software engineering,2.26,2,1,2.91,devops engineer,"javascript, php",postgresql,docker,moderate,visual,qa engineer,onsite,average,no,9,azure
female,"tamil, english",bachelor's degree,data science,3.89,1,2,3.92,software engineer,"javascript, php",mongodb,azure,excellent,visual,systems analyst,onsite,average,yes,2,aws
male,"english, sinhala",bachelor's degree,information technology,2.91,4,1,2.99,software engineer,"python, java",sql server,gcp,excellent,auditory,qa engineer,onsite,excellent,yes,6,cisco
male,english,bachelor's degree,computer science,3.48,2,1,3.71,data analyst,"javascript, php",postgresql,azure,low,kinesthetic,devops engineer,remote,poor,no,6,none
female,"tamil, english",bachelor's degree,computer science,2.54,3,1,3.41,cyber security analyst,"c#, .net",postgresql,azure,moderate,auditory,data scientist,onsite,poor,yes,0,none
male,tamil,bachelor's degree,information technology,2.59,2,1,3.77,devops engineer,"python, sql",mongodb,aws,excellent,visual,data scientist,hybrid,poor,no,3,google
male,"tamil, english",bachelor's degree,cyber security,2.24,3,1,2.85,cyber security analyst,"javascript, php",oracle,docker,excellent,auditory,software engineer,onsite,excellent,no,8,aws
female,"tamil, english",bachelor's degree,information technology,2.48,3,2,3.8,systems analyst,"java, c++",oracle,docker,moderate,visual,systems analyst,hybrid,poor,yes,10,cisco
male,english,bachelor's degree,data science,3.14,1,2,3.73,software engineer,"java, c++",mysql,kubernetes,excellent,kinesthetic,qa engineer,remote,average,yes,7,azure
female,english,bachelor's degree,data science,3.82,2,1,2.32,cloud engineer,"python, sql",postgresql,docker,excellent,auditory,data scientist,onsite,excellent,no,11,none
male,english,bachelor's degree,information technology,3.88,1,2,3.76,software engineer,"python, r",postgresql,gcp,moderate,auditory,systems analyst,hybrid,poor,yes,10,aws
female,english,bachelor's degree,cyber security,3.89,3,1,2.53,software engineer,"python, java",postgresql,aws,excellent,kinesthetic,qa engineer,hybrid,poor,yes,5,aws
male,"tamil, english",bachelor's degree,cyber security,3.47,1,2,2.9,cyber security analyst,"python, sql",oracle,docker,low,visual,systems analyst,onsite,average,yes,9,azure
female,"english, sinhala, tamil",bachelor's degree,information technology,2.76,2,1,2.56,network engineer,"python, r",postgresql,kubernetes,moderate,visual,devops engineer,remote,average,yes,10,azure
male,sinhala,bachelor's degree,software engineering,2.69,1,1,3.99,data analyst,"python, r",postgresql,docker,low,visual,security engineer,remote,average,no,3,azure
female,"english, sinhala, tamil",bachelor's degree,data science,2.46,2,1,3.32,devops engineer,"python, r",sql server,aws,moderate,auditory,qa engineer,onsite,excellent,yes,0,cisco
male,tamil,bachelor's degree,cyber security,3.23,4,2,2.46,devops engineer,"c#, .net",sql server,azure,low,visual,software engineer,hybrid,poor,yes,8,cisco
male,sinhala,bachelor's degree,data science,2.32,1,2,3.25,data analyst,"python, sql",mysql,gcp,excellent,kinesthetic,qa engineer,remote,excellent,yes,12,google
male,"english, sinhala, tamil",bachelor's degree,cyber security,2.65,1,1,3.32,cyber security analyst,"python, r",mysql,gcp,moderate,auditory,qa engineer,onsite,poor,yes,9,none
female,english,bachelor's degree,data science,3.55,2,2,2.43,devops engineer,"javascript, php",sql server,aws,low,auditory,systems analyst,onsite,poor,no,8,none
female,"tamil, english",bachelor's degree,cyber security,2.69,1,1,3.09,cloud engineer,"python, java",mongodb,docker,low,visual,devops engineer,hybrid,poor,no,1,cisco
male,english,bachelor's degree,software engineering,2.91,3,2,3.32,software engineer,"c#, .net",mongodb,gcp,low,visual,software engineer,remote,average,yes,11,cisco
female,sinhala,bachelor's degree,data science,3.18,1,1,2.88,ml engineer,"python, sql",oracle,kubernetes,low,auditory,security engineer,hybrid,excellent,yes,3,none
female,tamil,bachelor's degree,software engineering,3.14,1,1,3.96,cloud engineer,"python, r",postgresql,gcp,excellent,auditory,systems analyst,hybrid,excellent,no,9,none
male,sinhala,bachelor's degree,computer science,3.85,1,1,3.34,devops engineer,"python, java",postgresql,gcp,low,auditory,software engineer,hybrid,excellent,yes,11,aws
female,"tamil, english",bachelor's degree,software engineering,3.28,2,2,2.41,ml engineer,"c#, .net",postgresql,azure,excellent,auditory,devops engineer,hybrid,average,no,7,cisco
female,tamil,bachelor's degree,information technology,2.35,1,1,3.99,data analyst,"java, c++",postgresql,kubernetes,low,visual,data scientist,onsite,excellent,no,8,azure
male,"english, sinhala",bachelor's degree,data science,3.56,2,2,3.77,qa engineer,"java, c++",sql server,azure,low,auditory,systems analyst,hybrid,poor,yes,2,none
female,english,bachelor's degree,software engineering,3.72,3,1,3.07,devops engineer,"python, r",oracle,kubernetes,low,kinesthetic,data scientist,remote,poor,no,7,google
male,tamil,bachelor's degree,computer science,3.74,3,2,3.58,systems analyst,"c#, .net",mongodb,kubernetes,moderate,visual,systems analyst,onsite,excellent,no,7,aws
female,"tamil, english",bachelor's degree,information technology,3.92,4,1,3.53,software engineer,"javascript, php",sql server,azure,low,auditory,data scientist,remote,average,yes,12,cisco
female,"english, sinhala, tamil",bachelor's degree,cyber security,2.95,4,2,2.6,software engineer,"javascript, php",oracle,kubernetes,low,auditory,devops engineer,hybrid,excellent,yes,9,cisco
female,sinhala,bachelor's degree,cyber security,2.49,3,1,2.53,qa engineer,"python, java",oracle,docker,excellent,visual,data scientist,remote,excellent,yes,2,google
female,english,bachelor's degree,cyber security,3.61,3,2,3.03,ml engineer,"python, sql",postgresql,azure,excellent,auditory,qa engineer,remote,average,no,2,azure
female,english,bachelor's degree,information technology,3.53,2,2,3.09,devops engineer,"javascript, php",sql server,docker,low,auditory,devops engineer,remote,poor,yes,5,none
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.39,4,2,3.55,devops engineer,"python, r",sql server,aws,low,kinesthetic,security engineer,hybrid,poor,no,0,cisco
female,sinhala,bachelor's degree,information technology,2.78,3,1,2.86,data analyst,"python, r",sql server,gcp,low,kinesthetic,software engineer,hybrid,excellent,no,10,none
female,sinhala,bachelor's degree,computer science,2.26,3,1,2.52,cloud engineer,"python, r",mongodb,gcp,excellent,visual,qa engineer,remote,excellent,no,2,cisco
female,"tamil, english",bachelor's degree,computer science,3.83,2,2,2.65,ml engineer,"python, r",mysql,azure,excellent,auditory,data scientist,remote,poor,no,1,google
female,"english, sinhala, tamil",bachelor's degree,information technology,2.41,4,1,3.37,software engineer,"python, java",sql server,azure,moderate,visual,data scientist,hybrid,average,no,2,aws
male,sinhala,bachelor's degree,software engineering,2.69,4,2,2.54,devops engineer,"c#, .net",mongodb,docker,moderate,kinesthetic,data scientist,remote,average,no,1,cisco
female,"english, sinhala, tamil",bachelor's degree,computer science,3.37,1,1,2.68,cyber security analyst,"python, sql",oracle,gcp,excellent,visual,security engineer,remote,poor,no,3,cisco
female,"sinhala, tamil",bachelor's degree,software engineering,3.43,4,2,3.88,network engineer,"python, java",postgresql,kubernetes,moderate,visual,data scientist,onsite,excellent,no,8,cisco
male,"sinhala, tamil",bachelor's degree,software engineering,2.37,3,1,3.84,ml engineer,"java, c++",mongodb,azure,excellent,visual,devops engineer,remote,excellent,no,6,cisco
male,tamil,bachelor's degree,computer science,2.54,4,1,3.45,cyber security analyst,"python, r",oracle,gcp,low,kinesthetic,devops engineer,remote,excellent,yes,0,azure
female,"english, sinhala",bachelor's degree,software engineering,2.78,4,1,3.42,qa engineer,"java, c++",mongodb,kubernetes,excellent,auditory,devops engineer,onsite,poor,no,2,azure
female,"english, sinhala",bachelor's degree,cyber security,3.98,4,2,3.43,qa engineer,"c#, .net",oracle,kubernetes,excellent,visual,software engineer,hybrid,poor,yes,1,aws
female,"tamil, english",bachelor's degree,computer science,3.26,3,2,2.88,cloud engineer,"c#, .net",mysql,aws,low,visual,data scientist,hybrid,poor,yes,12,azure
male,"english, sinhala",bachelor's degree,software engineering,3.76,4,1,3.65,ml engineer,"java, c++",mysql,docker,excellent,kinesthetic,data scientist,remote,excellent,no,6,azure
female,"tamil, english",bachelor's degree,data science,2.93,3,1,2.32,cloud engineer,"python, java",mysql,gcp,excellent,visual,qa engineer,onsite,excellent,yes,12,google
male,"tamil, english",bachelor's degree,software engineering,3.83,4,1,3.32,software engineer,"python, java",mongodb,aws,low,kinesthetic,security engineer,remote,poor,no,1,aws
female,"english, sinhala",bachelor's degree,software engineering,2.52,4,1,3.47,cyber security analyst,"python, java",oracle,docker,excellent,kinesthetic,data scientist,remote,average,no,4,none
male,tamil,bachelor's degree,information technology,2.37,3,1,3.08,devops engineer,"java, c++",sql server,kubernetes,low,auditory,data scientist,hybrid,average,no,12,cisco
male,"english, sinhala",bachelor's degree,cyber security,3.49,4,1,3.03,cyber security analyst,"c#, .net",oracle,azure,excellent,auditory,devops engineer,remote,average,no,9,none
male,sinhala,bachelor's degree,software engineering,3.81,1,2,3.05,software engineer,"python, java",mongodb,kubernetes,moderate,visual,qa engineer,hybrid,poor,yes,2,none
male,sinhala,bachelor's degree,software engineering,3.95,4,2,3.94,data analyst,"javascript, php",mongodb,kubernetes,excellent,visual,devops engineer,hybrid,poor,no,4,azure
female,"sinhala, tamil",bachelor's degree,software engineering,3.82,4,2,3.32,cyber security analyst,"python, java",mongodb,kubernetes,low,auditory,devops engineer,remote,poor,no,8,cisco
male,"tamil, english",bachelor's degree,computer science,2.25,4,2,2.81,data analyst,"c#, .net",postgresql,gcp,excellent,visual,software engineer,remote,average,yes,10,none
female,"english, sinhala, tamil",bachelor's degree,computer science,3.8,4,2,3.6,software engineer,"python, r",oracle,azure,moderate,visual,devops engineer,hybrid,poor,no,12,azure
female,"english, sinhala, tamil",bachelor's degree,cyber security,3.89,2,1,3.78,cyber security analyst,"python, r",mongodb,kubernetes,low,auditory,security engineer,hybrid,average,yes,8,google
female,sinhala,bachelor's degree,computer science,3.24,2,1,2.84,cloud engineer,"python, sql",oracle,gcp,moderate,kinesthetic,qa engineer,remote,average,yes,2,google
male,"english, sinhala, tamil",bachelor's degree,computer science,3.15,3,2,2.97,ml engineer,"python, java",sql server,azure,moderate,kinesthetic,qa engineer,remote,excellent,no,0,azure
female,"tamil, english",bachelor's degree,computer science,3.78,4,1,2.93,data analyst,"python, sql",postgresql,aws,moderate,auditory,data scientist,hybrid,average,yes,5,azure
female,"sinhala, tamil",bachelor's degree,software engineering,3.96,2,1,2.4,ml engineer,"python, sql",mongodb,kubernetes,moderate,visual,data scientist,hybrid,excellent,yes,2,aws
male,"english, sinhala",bachelor's degree,data science,2.86,4,2,3.88,cyber security analyst,"c#, .net",mysql,azure,low,visual,software engineer,onsite,average,yes,2,none
female,english,bachelor's degree,data science,3.06,4,1,3.33,data analyst,"javascript, php",sql server,azure,low,auditory,qa engineer,hybrid,poor,no,1,aws
male,"sinhala, tamil",bachelor's degree,information technology,3.28,1,2,2.81,qa engineer,"python, java",mongodb,gcp,low,auditory,software engineer,onsite,poor,yes,3,none
female,"english, sinhala",bachelor's degree,data science,3.14,2,1,2.74,cloud engineer,"python, sql",mysql,kubernetes,low,visual,devops engineer,remote,poor,no,10,none
female,english,bachelor's degree,data science,2.81,3,1,3.37,network engineer,"java, c++",mysql,kubernetes,excellent,kinesthetic,software engineer,onsite,average,yes,12,aws
